축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
대구문화재야행,대구근대골목,2021-10-15,2021-10-16,근대 관련 문화공연+전시+체험+청사초롱 야경투어 및 테마투어 등,대구광역시 중구 관광진흥과,대구광역시 중구 관광진흥과,,053-661-2195,http://www.jung.daegu.kr/,,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,2022-06-15,6270000,대구광역시
김광석 나의노래 다시부르기,"김광석길, 신천둔치",2021-10-02,2021-10-02,김광석 노래경연+김광석 추모사진 전시 등,주식회사 대구문화방송,대구광역시 중구 문화교육과,,053-661-2174,http://www.jung.daegu.kr/,,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,2022-06-15,6270000,대구광역시
김광석길 페스티벌,김광석길,2021-10-09,2021-10-10,김광석길 문화예술 공연+버스킹+전시 등,방천문화예술협회,방천문화예술협회,,053-661-2174,http://www.jung.daegu.kr/,,대구광역시 중구 국채보상로139길 1(동인동2가),,35.86932522,128.6061572,2022-06-15,6270000,대구광역시
치악산복숭아축제,댄싱공연장 일원,2023-08-01,2023-08-01,지역 복숭아 판매+품평회+기타 등,치악산복숭아원주시협의회,치악산복숭아 원주시협의회,강원도 원주시청,033-737-4131,,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,2023-02-17,4190000,강원도 원주시
2023 원주 댄싱카니발,댄싱공연장 일원,2023-09-22,2023-09-24,댄싱경연+문화예술공연+각종 체험 등,원주문화재단,강원도 원주시청,강원도 원주시청,033-737-5123,,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,2023-02-17,4190000,강원도 원주시
원주삼토페스티벌,종합운동장 일원,2023-09-14,2023-09-17,농촌문화체험+지역먹거리 판매 등,농촌지도자원주시연합회,강원도 원주시청+원주시농업인단체연합회,강원도 원주시청+원주시 농축협,033-737-4155,,,강원도 원주시 서원대로 311,강원도 원주시 명륜동 342,37.3368381,127.9436870,2023-02-17,4190000,강원도 원주시
치악산한우축제,댄싱공연장 주차장,2023-10-01,2023-10-01,지역 한우 판매 등,농업기술센터 축산과,농업기술센터 축산과,강원도 원주시청,033-737-4195,,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,2023-02-17,4190000,강원도 원주시
원주 독서대전,시립중앙도서관,2023-10-01,2023-10-01,학술토론+전시체험 등,평생교육원 시립중앙 도서관,평생교육원 시립중앙 도서관,강원도 원주시청,033-737-3817,,,강원도 원주시 단구로 170,강원도 원주시 명륜동 345,37.3364295,127.9462614,2023-02-17,4190000,강원도 원주시
장 담그는날 행사,광주광역시 남구 콩 종합센터,2022-01-29,2022-02-27,장담그기,압촌 메주 영농 조합,저절로 소비자 생활협동조합,,062-385-0455,http://www.namgu.gwangju.kr/menu.es?mid=a70303000000,,광주광역시 남구 압촌길78,광주광역시 남구 압촌동101-1,35.09241574,126.8386216,2022-01-01,6290000,광주광역시
굿모닝양림,광주광역시 남구 양림동66번지,2020-11-07,2020-11-28,"전시, 공연, 체험행사","남구 문화원, 굿모닝 양림행사추진위원회",광주광역시 남구,"문화체육관광부,광주광역시,광주디자인진흥원",062-671-7356,http://www.goodmorningyangrim.com,,광주광역시 남구 백서로86,광주광역시 남구 양림동66,35.140085,126.9157016,2022-01-01,6290000,광주광역시
용아생가 어린이축제,광주광역시 광산구 용아생가,2021-05-29,2021-05-29,용아 박용철의 문학과 생애를 소재로 한 놀이와 체험 프로그램 제공,놀이요점빵,문화재청,광주광역시,,https://www.gwangsan.go.kr/bb/bbBoard.php?action=view&pageID=gwangsan0201020000&boardID=NEWS_NEW&SEQ=685637744,,광주광역시 광산구 소촌로 46번길24,,35.149407,126.7951682,2022-01-01,6290000,광주광역시
영산강문화제,광주광역시 서구 서창동 영산강 둔지,2021-10-07,2021-10-10,영산강 문화의 대중적 이해와 확산,광주광역시 남구,광주광역시 남구,,062-362-7670,http://www.cafe.naver.com/yeongsangang,,광주광역시 남구 승촌보길90,광주광역시 남구 승촌동573,35.06581966,126.761073,2022-01-01,6290000,광주광역시
광주 프린지 페스티벌 동구,광주광역시 동구 푸른길공원(지역이동하여 개최),2021-07-17,2021-07-17,"예술작품, 체험, 플리마켓, 야외공연",광주문화재단,광주광역시,,062-670-7983,http://www.fringefestival.kr,,광주광역시 동구 독립로 380,광주광역시 동구 계림동 730,35.16426707,126.9160455,2022-01-01,6290000,광주광역시
광주 프린지 페스티벌 남구 유안근린공원,광주광역시 남구 유안근린공원,2021-08-28,2021-08-28,"예술작품, 체험, 플리마켓, 야외공연",광주문화재단,광주광역시,,062-670-7983,http://www.fringefestival.kr,,광주광역시 남구 봉선로 195,광주광역시 남구 봉선동134,35.12316806,126.9166047,2022-01-01,6290000,광주광역시
광주 프린지 페스티벌 광산구 쌍암공원,광주광역시 광산구 쌍암공원,2021-09-11,2021-09-11,"예술작품, 체험, 플리마켓, 야외공연",광주문화재단,광주광역시,,062-670-7983,http://www.fringefestival.kr,,광주광역시 광산구 첨단중앙로182번길 39,광주광역시 광산구 쌍암동 653-1,35.22222807,126.8442514,2022-01-01,6290000,광주광역시
최정숙 개인전 호모 하모니쿠스 Homo Harmonicus,춘천미술관,2020-07-31,2020-08-06,최정숙 개인전 호모 하모니쿠스 Homo Harmonicus,최정숙,최정숙,,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7582&search_type=1&search_keyword=ECB59CECA095EC8899+EAB09CEC9DB8ECA084+ED98B8EBAAA8+ED9598EBAAA8EB8B88ECBFA0EC8AA4+Homo+Harmonicus,전시관람,강원도 춘천시 서부대성로 71,강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.73137363,2023-01-12,4180000,강원도 춘천시
2020 서현종 개인전 - 청.춘.천 展,복합문화공간 5Note,2020-06-12,2020-06-28,춘천이 가지고 온 풍경들과 그 속에서 자라온 우리들의 지나온 푸른색의 추억들을 아크릴화로 표현한 전시,서현종,서현종,,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7558,전시관람,강원도 춘천시 스포츠타운길 347-9,강원도 춘천시 삼천동 200-2,37.87261500,127.69675700,2023-01-12,4180000,강원도 춘천시
2020 강원문화재단 원로예술인 공연 생일 - The Dark,춘천 소극장 Zone,2020-08-03,2020-08-09,강원도 대표 연극인 김경태 원로예술인의 대표작 생일 - The Dark,강원문화재단,강원문화재단,,033-240-1347,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7578&search_type=1&search_keyword=2020+EAB095EC9B90EBACB8ED9994EC9EACEB8BA8+EC9B90EBA19CEC9888EC88A0EC9DB8,공연관람,강원도 춘천시 세실로 267 (후평동),강원도 춘천시 후평동 90-1번지,37.88063600,127.75458400,2023-01-12,4180000,강원도 춘천시
춘천뿌리展_The Exhibition of Roots,춘천미술관 전관,2022-09-30,2022-10-06,춘천뿌리展_The Exhibition of Roots,춘천뿌리전,춘천뿌리전,,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10842&search_type=1&search_keyword=ECB698ECB29CEBBF8CEBA6ACE5B195_The+Exhibition+of+Roots,전시관람,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.73137363,2023-01-12,4180000,강원도 춘천시
춘천선열의 얼과 소통하다 한중수교 30주년기념 국제 초청 서예전 강원서예협회 정기전,춘천문화원 의암전시실,2022-10-17,2022-10-20,춘천은 애국 충정의 도시로 애향 선열의 얼을 이어 담은 작품 전시. 서예가 정광옥 비롯하여 한국작가와 중국작가 43명 전시,(사)강원여성서예협회,(사)강원여성서예협회,춘천문화재단,033-253-2992,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10833&search_type=1&search_keyword=ECB698ECB29CEC84A0EC97B4EC9D98+EC96BCEAB3BC+EC868CED86B5ED9598EB8BA4+2FED959CECA491EC8898EAB590+30ECA3BCEB8584EAB8B0EB8590+EAB5ADECA09C+ECB488ECB2AD+EC84,전시관람,강원도 춘천시 퇴계농공로 40(퇴계동),강원도 춘천시 퇴계동 1020-2 춘천시평생학습관,37.84955600,127.74365540,2023-01-12,4180000,강원도 춘천시
2022 마임 아카데미 움직임 창작자를 위한 워크숍 비행飛行,무하 공연예술연습실,2022-11-07,2022-11-21,"자신의 상태,창작물의 완성도를 한 단계 확신에 가까운 상태로 이끌 수 있는 계기를 만들기 위한 시간",(사)춘천마임축제,강원도청+강원도 춘천시청,,033-244-7556,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=2022+EBA788EC9E84+EC9584ECB9B4EB8DB0EBAFB8+EC9B80ECA781EC9E84+ECB0BDEC9E91EC9E90EBA5BC+EC9C84ED959C+EC9B8CED81ACEC888D+EBB984ED968928E9A39BE8A18C29,전시관람,강원도 춘천시 행촌로 35(퇴계동),강원도 춘천시 퇴계동 890-4,37.85984082,127.72439400,2023-01-12,4180000,강원도 춘천시
제로섬씽,춘천문화예술회관 전시장,2022-09-29,2022-10-10,강원도를 터전으로 하는 작가 76인과 함께하는 에코아트페어 제로섬씽은 쓸모없는 아름다움’을 주제로 하고 있습니다,강원행복시대,강원도민일보,강원도민일보사+강원도 춘천시청,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10831&search_type=1&search_keyword=ECA09CEBA19CEC84ACEC94BD,전시관람,강원도 춘천시 효자상길5번길 13(효자동),강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.72934048,2023-01-12,4180000,강원도 춘천시
마스터클래스 23회차 영혼의 기타리스트 이근형 vs 괴물연주자 베이시스트 장태웅,강원음악창작소 1층 아니마떼끄,2022-09-24,2022-09-24,"일렉트릭 기타의 모든것에 대한 토론, 베이시스트의 다양한 테크닉과 앙상블의 이해",주관강원 음악 창작소,문화체육관광부+한국콘텐츠진흥원+춘천시+강원정보문화진흥원,문화체육관광부+한국콘텐츠진흥원+강원도 춘천시청+강원정보문화진흥원,033-245-6321,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10730&search_type=1&search_keyword=EBA788EC8AA4ED84B0ED81B4EB9E98,특강+강좌,강원도 춘천시 서면 박사로 854,강원도 춘천시 서면 현암리 367-3 강원정보문화진흥원,37.89302024,127.69192441,2023-01-12,4180000,강원도 춘천시
김홍열 사진전_Moment,춘천미술관 1F,2022-09-23,2022-09-28,김흥열 사진전,김홍열,김홍열,,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10822&search_type=1&search_keyword=EAB980ED998DEC97B4+EC82ACECA784ECA084_Moment,전시관람,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.73137363,2023-01-12,4180000,강원도 춘천시
老雲 安淙重 篆刻展노운 안종중 전각전_안종중 개인전,춘천미술관 2F,2022-09-16,2022-09-28,시백 안종중 선생의 전각예술세계를 볼 수 있는 전시,안종중,안종중,,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10804&page=1,전시관람,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.73137363,2023-01-12,4180000,강원도 춘천시
소小 소素 소笑_김현숙 개인전,춘천미술관 1F,2022-09-16,2022-09-21,삶은 기억의 총합이며 색을 입힌 파트이다. 그러므로 사소한 것도 나에게는 이유 이자 힘이다.,김현숙,김현숙,,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10803&page=5,전시관람,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.73137363,2023-01-12,4180000,강원도 춘천시
소백산철쭉제,영주시 소백산 일원,2022-05-28,2022-05-29,소백산 산신제+죽령옛길걷기+소백산 철쭉 등반대회 등 소백산 철쭉 홍조,(재)영주문화관광재단,경상북도 영주시,,054-630-8707,http://yjsobaek.yctf.or.kr/,,,경상북도 영주시 풍기읍 수철리 산 86-1,36.91240318,128.4706212,2022-06-29,5090000,경상북도 영주시
영주사과축제,영주시 부석사 주차장 일원,2021-10-25,2021-10-31,사과판매행사+이벤트+체험행사 등 영주사과홍보,(재)영주문화관광재단,경상북도 영주시,,054-630-8707,http://yjapple.yctf.or.kr/,,,경상북도 영주시 부석면 북지리 300,36.99451393,128.6811773,2022-06-29,5090000,경상북도 영주시
영주한국선비문화축제,영주시 선비촌 일원,2022-05-05,2022-05-08,소수서원 사액 봉안레 재현+한복맵시대회 등 한국정신문화의 뿌리 선비정신 알림,(재)영주문화관광재단,경상북도 영주시,,054-630-8707,http://yeongjufestival.or.kr/,,,경상북도 영주시 순흥면 청구리 357,36.92847353,128.5834337,2022-06-29,5090000,경상북도 영주시
영주무섬외나무다리축제,영주시 무섬마을 일원,2022-10-01,2022-10-02,이벤트+체험행사 등 무섬마을 홍보,(재)영주문화관광재단,경상북도 영주시,,054-630-8707,http://yeongjufestival.or.kr/,,,경상북도 영주시 문수면 수도리 268,36.732962,128.621224,2022-06-29,5090000,경상북도 영주시
2021춘천마임축제 물화일체,약사천 수변공원,2021-11-10,2021-11-11,2021춘천마임축제 물화일체,춘천마임축제,춘천마임축제,한국문화에술위원회,033-242-0585,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9964&search_type=1&search_keyword=2021ECB698ECB29CEBA788EC9E84ECB695ECA09C+EBACBCED9994EC9DBCECB2B4,공연관람+행사,강원도 춘천시 약사고개길 53(효자동),강원도 춘천시 효자동 677-25,37.87443892,127.72794239,2023-01-12,4180000,강원도 춘천시
2021춘천마임축제 도깨비 유랑단,아르숲 생활문화센터+꿈마루 청소년 수련관+약사천 수변공원,2021-11-08,2021-11-12,2021춘천마임축제 도깨비 유랑단,춘천마임축제,춘천마임축제,,033-242-0585,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9963&search_type=1&search_keyword=2021ECB698ECB29CEBA788EC9E84ECB695ECA09C+EB8F84EAB9A8EBB984+EC9CA0EB9E91EB8BA8,공연관람+행사,강원도 춘천시 효석로9번길 13,강원도 춘천시 효자동 305-18,37.86502300,127.73449852,2023-01-12,4180000,강원도 춘천시
박양순 명창 판소리 흥보가 완창 공연,춘천문화예술회관,2021-10-26,2021-10-26,"강원도 최초의 판소리 완창으로 기록된 2012년 6월, 춘천 KBS 공개 홀 심청가 완창에 이어 9년 만에 선보이는 두 번째 완창",(사)한국전통판소리진흥회,(사)한국전통판소리진흥회,,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9907&search_type=1&search_keyword=EBB095EC9691EC889C+EBAA85ECB0BD+ED8C90EC868C,공연관람,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.72934048,2023-01-12,4180000,강원도 춘천시
2021 춘천 한국지역도서전,공지천 조각공원 일대,2021-10-08,2021-10-10,2021 춘천 한국지역도서전,강원도 춘천시청+한국지역출판연대,강원도 춘천시청+한국지역출판연대,춘천문화재단+문화체육관광부+한국출판문화산업진흥회,033-250-3114,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9837&search_type=1&search_keyword=2021+ECB698ECB29C+ED959CEAB5ADECA780EC97ADEB8F84EC849CECA084,행사,강원도 춘천시 옛경춘로 880,강원도 춘천시 근화동 361-1,37.87324516,127.71266239,2023-01-12,4180000,강원도 춘천시
